Year,RM,Winter Wheat,Canola,Spring Wheat,Mustard,Durum,Sunflowers,Oats,Lentils,Peas,Barley,Fall Rye,Canary Seed,Spring Rye,Tame Hay,Flax,Chickpeas
1949,368,NA,NA,29,NA,NA,NA,39,NA,NA,27,20,NA,NA,NA,NA,NA
1950,368,NA,NA,18,NA,NA,NA,23,NA,NA,20,18,NA,NA,NA,NA,NA
1951,368,NA,NA,31,NA,NA,NA,35,NA,NA,28,8,NA,NA,NA,10,NA
1952,368,NA,NA,31,NA,NA,NA,47,NA,NA,37,18,NA,NA,NA,NA,NA
1953,368,NA,NA,27,NA,NA,NA,41,NA,NA,33,25,NA,NA,NA,15,NA
1954,368,NA,NA,9,NA,NA,NA,16,NA,NA,17,NA,NA,NA,NA,NA,NA
1955,368,NA,NA,26,NA,NA,NA,43,NA,NA,24,26,NA,NA,NA,16,NA
1956,368,NA,NA,27,NA,NA,NA,45,NA,NA,31,NA,NA,NA,NA,12,NA
1957,368,NA,NA,22,NA,NA,NA,33,NA,NA,23,12,NA,NA,NA,9,NA
1958,368,NA,NA,26,NA,NA,NA,45,NA,NA,28,15,NA,NA,NA,12,NA
1959,368,NA,NA,27,NA,NA,NA,39,NA,NA,31,NA,NA,NA,NA,11,NA
1960,368,NA,NA,26,NA,NA,NA,38,NA,NA,26,NA,NA,NA,NA,11,NA
1961,368,NA,NA,12,NA,NA,NA,14,NA,NA,10,NA,NA,NA,NA,7,NA
1962,368,NA,NA,29,NA,NA,NA,48,NA,NA,36,NA,NA,NA,NA,10,NA
1963,368,NA,NA,34,NA,NA,NA,54,NA,NA,42,38,NA,NA,NA,17,NA
1964,368,NA,NA,33,NA,NA,NA,61,NA,NA,42,25,NA,NA,NA,13,NA
1965,368,NA,NA,22,NA,NA,NA,51,NA,NA,37,NA,NA,NA,NA,12,NA
1966,368,NA,NA,30,NA,NA,NA,59,NA,NA,41,NA,NA,NA,NA,14,NA
1967,368,NA,18,22,NA,NA,NA,46,NA,NA,32,NA,NA,NA,NA,13,NA
1968,368,NA,22,25,NA,NA,NA,45,NA,NA,35,NA,NA,NA,NA,13,NA
1969,368,NA,19,27,NA,NA,NA,55,NA,NA,39,20,NA,NA,NA,16,NA
1970,368,NA,21,28,NA,26,NA,59,NA,NA,40,23,NA,NA,NA,17,NA
1971,368,NA,20,31,NA,28,NA,60,NA,NA,48,23,NA,NA,NA,16,NA
1972,368,NA,15,26,NA,NA,NA,50,NA,NA,40,NA,NA,NA,NA,11,NA
1973,368,NA,18,24,NA,NA,NA,40,NA,NA,39,15,NA,NA,NA,20,NA
1974,368,NA,13,21,NA,NA,NA,40,NA,NA,29,20,NA,NA,NA,11,NA
1975,368,NA,20,23,NA,24,NA,47,NA,NA,34,24,NA,NA,NA,15,NA
1976,368,NA,22,33,NA,30,NA,55,NA,NA,50,30,NA,NA,NA,20,NA
1977,368,NA,24,31,NA,NA,NA,58,NA,NA,48,30,NA,NA,NA,19,NA
1978,368,NA,28,33,NA,29,NA,53,NA,NA,49,28,NA,NA,NA,21,NA
1979,368,NA,11,16,NA,NA,NA,28,NA,NA,27,30,NA,NA,NA,10,NA
1980,368,NA,25,26,NA,NA,NA,55,NA,NA,44,21,NA,NA,NA,15,NA
1981,368,NA,30,36,NA,32,NA,62,NA,NA,58,43,NA,NA,NA,20,NA
1982,368,NA,20,30,NA,30,NA,61,NA,NA,52,42,NA,NA,NA,18,NA
1983,368,NA,24.9,29.2,NA,29,NA,55,NA,NA,47.3,29,NA,NA,NA,19.7,NA
1984,368,NA,25.3,33.8,NA,37,NA,52,NA,NA,49.1,32,NA,NA,1.97,19.4,NA
1985,368,NA,28.6,36.7,NA,40,NA,70,NA,NA,59.1,25,NA,NA,2.2,18.7,NA
1986,368,NA,25.9,23.3,NA,19.5,NA,43.3,NA,NA,47.4,22.5,NA,NA,1.67,19.5,NA
1987,368,NA,25.7,24.8,NA,30,NA,60,NA,NA,47.8,25,NA,NA,2.5,18.8,NA
1988,368,NA,17.9,14.5,NA,14,NA,42,NA,NA,30.1,15,NA,NA,0.75,12.4,NA
1989,368,NA,16.2,26.5,NA,26,NA,40.7,NA,NA,38.4,34,NA,NA,1.52,11.9,NA
1990,368,NA,17.2,32.4,NA,32,NA,50,NA,NA,54.6,23,NA,NA,1,15.8,NA
1991,368,NA,27.6,43.7,NA,NA,NA,52,NA,NA,54.5,46,NA,NA,2,19.3,NA
1992,368,30,21.7,24,800,20,NA,61,360,39.3,48.7,26,NA,10,2,15,NA
1993,368,NA,16.6,17.6,1111,NA,NA,57.2,500,19.9,39.2,NA,550,NA,0.5,15,NA
1994,368,NA,20.5,35.5,1125,NA,NA,60,NA,42.8,52.5,NA,1200,NA,2,23,NA
1995,368,NA,21.9,38,825,NA,NA,80,900,34.1,59.4,NA,1000,NA,1.23,20,NA
1996,368,NA,24.1,35.4,770,NA,NA,61.6,600,32.4,64.4,NA,702,0,1.3,25,NA
1997,368,NA,24.9,37.8,600,NA,NA,81.8,800,33.5,57,NA,700,NA,1.2,22.5,NA
1998,368,NA,27.9,43,900,65,NA,76,NA,35.8,60.2,NA,1175,NA,NA,23.6,NA
1999,368,NA,29,43.2,1200,NA,NA,78.9,NA,46.4,71.7,NA,700,NA,NA,23.1,NA
2000,368,NA,27.9,38.9,925,NA,NA,61.5,NA,39.4,53.6,NA,NA,NA,NA,22.4,NA
2001,368,NA,29.2,34.9,1100,NA,NA,63,NA,23,56.2,NA,950,NA,NA,21.3,NA
2002,368,NA,22.3,21.6,800,NA,NA,39.8,360,11,32.5,NA,425,NA,NA,16.3,NA
2003,368,NA,25.1,35.8,800,NA,NA,67.4,NA,27,57.1,NA,625,NA,NA,17.7,NA
2004,368,NA,18.5,32.1,NA,NA,NA,68.2,NA,32.4,65.4,NA,690,NA,NA,13.6,NA
2005,368,NA,29.5,40.8,1000,NA,NA,76.1,NA,36,54.2,NA,1200,NA,NA,20.6,NA
2006,368,NA,30.1,34.6,NA,NA,NA,86.2,NA,28.5,52.5,NA,NA,NA,NA,NA,NA
2007,368,NA,26.7,34.4,NA,NA,NA,71.8,NA,43,55.8,NA,NA,NA,NA,NA,NA
2008,368,NA,36.2,46.4,NA,NA,NA,89.4,417,35,79.6,NA,NA,NA,NA,NA,NA
2009,368,NA,35,44.1,NA,NA,NA,94.2,NA,36.6,73.6,NA,NA,NA,NA,NA,NA
2010,368,NA,21.7,35.3,NA,NA,NA,79,NA,14.6,34.6,NA,550,NA,NA,NA,NA
2011,368,NA,38,53,NA,NA,NA,100.6,NA,34.9,70.1,NA,787,NA,NA,NA,NA
2012,368,NA,28.1,47.4,NA,NA,NA,95.8,NA,29.6,57.2,NA,1078,NA,NA,NA,NA
2013,368,NA,41.9,68,NA,NA,NA,139,NA,54.3,94.3,NA,1720,NA,NA,NA,NA
2014,368,NA,31.58,49.88,414.46,NA,0,111.88,NA,17.7,58.4,NA,1333.34,0,0,22.5,NA
2015,368,NA,41.38,59.93,NA,NA,NA,99.43,NA,45.2,72.54,NA,1662.09,NA,NA,28.53,NA
2016,368,NA,44.5,62.6,NA,NA,NA,116.6,NA,45,75.1,NA,1883,NA,NA,17.2,NA
2017,368,NA,44.07,69.99,NA,NA,NA,126.26,NA,50.9,81.65,NA,1402.17,NA,NA,NA,NA
2018,368,NA,44.1,70,NA,NA,NA,120.6,NA,40,75.2,NA,NA,NA,NA,NA,NA
2019,368,NA,51.6,68.2,NA,NA,NA,139.7,NA,39.8,92.4,NA,1316,NA,NA,NA,NA
2020,368,NA,48.5,66.5,NA,NA,NA,136.9,NA,43.4,86.3,NA,1980,NA,NA,NA,NA
2021,368,NA,23.4,32.6,NA,NA,NA,50.6,NA,22.1,33.6,NA,10,NA,NA,NA,NA
2022,368,NA,55.1,75.9,NA,NA,NA,142.9,NA,47.9,94.1,NA,NA,NA,NA,42.6,NA
2023,368,NA,58.3,72.4,NA,NA,NA,132.8,NA,NA,96.9,NA,1131,NA,NA,NA,NA
2024,368,NA,43.6,75.2,NA,NA,NA,146.7,NA,49.4,97.8,NA,NA,NA,NA,NA,NA
2025,368,NA,51.5,77.1,NA,NA,NA,143.4,NA,45.6,99.3,NA,2000,NA,NA,38,NA
1938,369,NA,NA,16,NA,NA,NA,35,NA,NA,28,NA,NA,NA,NA,8,NA
1939,369,NA,NA,26,NA,NA,NA,39,NA,NA,29,NA,NA,NA,NA,10,NA
1940,369,NA,NA,22,NA,NA,NA,31,NA,NA,24,NA,NA,NA,NA,8,NA
1941,369,NA,NA,15,NA,NA,NA,18,NA,NA,12,NA,NA,NA,NA,6,NA
1942,369,NA,NA,26,NA,NA,NA,48,NA,NA,36,24,NA,NA,NA,8,NA
1943,369,NA,NA,12,NA,NA,NA,20,NA,NA,13,15,NA,NA,NA,5,NA
1944,369,NA,NA,26,NA,NA,NA,43,NA,NA,30,25,NA,NA,NA,9,NA
1945,369,NA,NA,27,NA,NA,NA,41,NA,NA,32,18,NA,NA,NA,11,NA
1946,369,NA,NA,19,NA,NA,NA,24,NA,NA,19,13,NA,NA,NA,5,NA
1947,369,NA,NA,20,NA,NA,NA,28,NA,NA,21,19,NA,NA,NA,7,NA
1948,369,NA,NA,23,NA,NA,NA,34,NA,NA,28,27,NA,NA,NA,11,NA
1949,369,NA,NA,27,NA,NA,NA,40,NA,NA,33,17,NA,NA,NA,11,NA
1950,369,NA,NA,18,NA,NA,NA,26,NA,NA,21,12,NA,NA,NA,5,NA
1951,369,NA,NA,27,NA,NA,NA,38,NA,NA,30,8,NA,NA,NA,12,NA
1952,369,NA,NA,25,NA,NA,NA,42,NA,NA,35,15,NA,NA,NA,12,NA
1953,369,NA,NA,27,NA,NA,NA,43,NA,NA,34,12,NA,NA,NA,14,NA
1954,369,NA,NA,9,NA,NA,NA,22,NA,NA,21,NA,NA,NA,NA,5,NA
1955,369,NA,NA,26,NA,NA,NA,42,NA,NA,29,NA,NA,NA,NA,13,NA
1956,369,NA,NA,26,NA,NA,NA,50,NA,NA,36,10,NA,NA,NA,13,NA
1957,369,NA,NA,21,NA,NA,NA,32,NA,NA,24,12,NA,NA,NA,8,NA
1958,369,NA,NA,24,NA,NA,NA,37,NA,NA,30,NA,NA,NA,NA,10,NA
1959,369,NA,NA,25,NA,NA,NA,37,NA,NA,31,NA,NA,NA,NA,10,NA
1960,369,NA,NA,24,NA,NA,NA,40,NA,NA,31,NA,NA,NA,NA,9,NA
1961,369,NA,NA,11,NA,NA,NA,15,NA,NA,12,NA,NA,NA,NA,6,NA
1962,369,NA,NA,23,NA,NA,NA,41,NA,NA,33,NA,NA,NA,NA,11,NA
1963,369,NA,NA,34,NA,NA,NA,61,NA,NA,44,NA,NA,NA,NA,15,NA
1964,369,NA,NA,30,NA,NA,NA,54,NA,NA,39,30,NA,NA,NA,13,NA
1965,369,NA,NA,24,NA,NA,NA,54,NA,NA,42,NA,NA,NA,NA,17,NA
1966,369,NA,NA,30,NA,NA,NA,61,NA,NA,47,NA,NA,NA,NA,15,NA
1967,369,NA,14,23,NA,NA,NA,39,NA,NA,32,NA,NA,NA,NA,9,NA
1968,369,NA,23,27,NA,NA,NA,51,NA,NA,41,NA,NA,NA,NA,9,NA
1969,369,NA,22,26,NA,NA,NA,51,NA,NA,38,NA,NA,NA,NA,15,NA
1970,369,NA,21,27,NA,26,NA,56,NA,NA,44,26,NA,NA,NA,16,NA
1971,369,NA,21,31,NA,30,NA,61,NA,NA,50,20,NA,NA,NA,15,NA
1972,369,NA,20,29,NA,28,NA,55,NA,NA,43,25,NA,NA,NA,15,NA
1973,369,NA,18,27,NA,30,NA,51,NA,NA,43,30,NA,NA,NA,16,NA
1974,369,NA,16,22,NA,25,NA,41,NA,NA,34,25,NA,NA,NA,11,NA
1975,369,NA,20,25,NA,26,NA,45,NA,NA,41,NA,NA,NA,NA,15,NA
1976,369,NA,26,35,NA,36,NA,60,NA,NA,53,40,NA,NA,NA,20,NA
1977,369,NA,26,31,NA,NA,NA,49,NA,NA,41,NA,NA,NA,NA,19,NA
1978,369,NA,25,31,NA,28,NA,52,NA,NA,43,30,NA,NA,NA,16,NA
1979,369,NA,14,17,NA,NA,NA,24,NA,NA,25,50,NA,NA,NA,13,NA
1980,369,NA,24,27,NA,27,NA,55,NA,NA,45,15,NA,NA,NA,16,NA
1981,369,NA,24,31,NA,29,NA,53,NA,NA,44,30,NA,NA,NA,19,NA
1982,369,NA,24,35,NA,36,NA,60,NA,NA,51,41,NA,NA,NA,18,NA
1983,369,NA,24.7,32.3,NA,32.5,NA,58,NA,NA,48.5,37.6,NA,NA,NA,19.4,NA
1984,369,NA,18.9,28.8,NA,25,NA,43,NA,NA,41.3,38.3,NA,NA,0.95,15.2,NA
1985,369,NA,25.6,38.9,NA,43.5,NA,54,NA,NA,58.6,42.5,NA,NA,2,20,NA
1986,369,NA,24.9,17.2,NA,21.2,NA,55,NA,NA,40.5,35,NA,NA,2.5,21.7,NA
1987,369,NA,25.4,27.3,NA,23,NA,70.8,NA,NA,48.9,31,NA,NA,1.33,21.3,NA
1988,369,NA,18.5,12.6,NA,10.9,NA,29.4,NA,NA,26.7,12.5,NA,NA,0.3,11.1,NA
1989,369,NA,15.7,23.7,NA,23.6,NA,50.8,NA,NA,30.8,36,NA,NA,0.75,11.7,NA
1990,369,NA,15.8,32.4,NA,30,NA,57,NA,NA,43.9,27.5,NA,NA,1,15,NA
1991,369,NA,25.8,40.6,NA,33,NA,60,NA,NA,52.9,40,NA,NA,0.8,26,NA
1992,369,NA,23.6,30.5,1541,20,NA,50,NA,25,58.6,30,500,NA,1.78,16,NA
1993,369,45,22,27.3,1259,22,1075,70,420,32.5,56.6,45,993,NA,2,16.9,NA
1994,369,50,28.2,31.6,1203,NA,NA,120,NA,40.8,63.2,25,1208,NA,NA,30,NA
1995,369,60,27.6,39.4,1500,37.5,NA,91.3,NA,43.2,67.6,45,1907,NA,1.74,28.3,NA
1996,369,40,29.8,38.6,1127,NA,NA,80.7,800,35.2,67,42.2,1449,0,1.7,24.6,NA
1997,369,30,27.3,39.1,894.5,NA,NA,84.5,NA,35.6,61.3,30,1321.6,NA,1.1,25.5,NA
1998,369,45,28.6,40.8,900,NA,NA,93.2,NA,38.7,66.6,32.5,1196.2,NA,NA,24.3,NA
1999,369,55,30.3,44.5,1200.2,NA,NA,101.8,NA,46.4,78.5,45,1349,NA,NA,27.2,NA
2000,369,40,31.3,41.4,1100,NA,NA,89.1,NA,41.4,68.1,45,1200,NA,NA,24.9,NA
2001,369,37.5,29.7,33.4,950,NA,NA,70.1,900,32.5,59.3,35,1070,NA,NA,19.7,NA
2002,369,45,18.2,19.8,368,NA,NA,47.3,NA,13.9,40.5,35,776,NA,NA,17.5,NA
2003,369,42,27.7,40.2,950,NA,NA,83.6,NA,35.2,66.4,45,1271,NA,NA,22.9,NA
2004,369,30,21.4,33.1,850,NA,NA,77.6,750,39.4,73,50,970,NA,NA,13.3,NA
2005,369,50,38.5,46.7,NA,NA,NA,92.6,NA,35.4,71.9,NA,1259,NA,NA,28.4,NA
2006,369,50,28,33.2,NA,NA,NA,70.4,NA,32.9,46,NA,NA,NA,NA,19.5,NA
2007,369,39.3,28.4,35.3,NA,NA,NA,88.6,NA,37.8,58.7,55,825,NA,NA,16.5,NA
2008,369,55,37.5,48.3,1050,NA,NA,97,NA,41.4,71.3,50,1110,NA,NA,26.3,NA
2009,369,50,35.2,47,NA,NA,NA,96,NA,42.9,74,NA,1237,NA,NA,20,NA
2010,369,40,15.1,29.5,NA,NA,NA,91.8,NA,12,28.1,40,383,NA,NA,NA,NA
2011,369,40,41,52.1,738,55,NA,118.8,NA,43.3,77.6,NA,1729,NA,NA,27.7,NA
2012,369,NA,27.5,49.4,NA,NA,NA,94.9,NA,40.3,53.2,NA,1109,NA,NA,NA,NA
2013,369,62.8,37.9,61.6,NA,NA,NA,134.4,NA,46.2,86.5,NA,1908,NA,NA,30,NA
2014,369,NA,33.35,46.74,NA,NA,0,107.93,NA,26.9,65.21,NA,1613.64,0,0,22.91,NA
2015,369,60,39.4,54.48,NA,NA,NA,121.89,NA,42.6,78.24,NA,1348.79,NA,NA,27.15,NA
2016,369,NA,44.3,60.4,625,65.5,NA,121,NA,44,84,NA,1812,NA,NA,27.9,NA
2017,369,NA,49.57,63.33,NA,NA,NA,124.95,NA,56.9,86.27,NA,1848.78,NA,NA,30,NA
2018,369,NA,49.6,58.1,NA,NA,NA,111.5,NA,49.7,82.6,NA,1720,NA,NA,NA,NA
2019,369,NA,51.5,72.1,NA,NA,NA,143.7,NA,39.5,92.2,NA,1650,NA,NA,40,NA
2020,369,NA,50,74.5,NA,NA,NA,135.5,NA,48.8,91.2,NA,2103,NA,NA,NA,NA
2021,369,NA,24.5,33.1,NA,NA,NA,60.5,NA,28.8,44.1,NA,406,NA,NA,15,NA
2022,369,NA,56.5,76.2,NA,NA,NA,148.7,NA,60.2,98.9,80,2037.2,NA,NA,40,NA
2023,369,NA,55,70.3,NA,NA,NA,129.6,NA,52.3,86.5,NA,2215.6,NA,NA,NA,NA
2024,369,NA,45.3,79.8,NA,NA,NA,149.4,NA,48.8,103.4,NA,1903,NA,NA,28,NA
2025,369,NA,54.5,88.6,NA,105.6,NA,165.1,NA,49.4,119.2,NA,2093,NA,NA,40,NA
1938,370,NA,NA,13,NA,NA,NA,33,NA,NA,26,NA,NA,NA,NA,10,NA
1939,370,NA,NA,24,NA,NA,NA,35,NA,NA,28,NA,NA,NA,NA,9,NA
1940,370,NA,NA,18,NA,NA,NA,29,NA,NA,22,NA,NA,NA,NA,8,NA
1941,370,NA,NA,12,NA,NA,NA,15,NA,NA,12,NA,NA,NA,NA,6,NA
1942,370,NA,NA,25,NA,NA,NA,47,NA,NA,32,24,NA,NA,NA,10,NA
1943,370,NA,NA,11,NA,NA,NA,21,NA,NA,13,NA,NA,NA,NA,5,NA
1944,370,NA,NA,25,NA,NA,NA,40,NA,NA,30,NA,NA,NA,NA,10,NA
1945,370,NA,NA,26,NA,NA,NA,40,NA,NA,31,NA,NA,NA,NA,10,NA
1946,370,NA,NA,20,NA,NA,NA,28,NA,NA,23,20,NA,NA,NA,7,NA
1947,370,NA,NA,11,NA,NA,NA,9,NA,NA,7,11,NA,NA,NA,4,NA
1948,370,NA,NA,17,NA,NA,NA,25,NA,NA,21,17,NA,NA,NA,8,NA
1949,370,NA,NA,24,NA,NA,NA,36,NA,NA,30,17,NA,NA,NA,10,NA
1950,370,NA,NA,16,NA,NA,NA,19,NA,NA,18,12,NA,NA,NA,4,NA
1951,370,NA,NA,24,NA,NA,NA,41,NA,NA,33,18,NA,NA,NA,11,NA
1952,370,NA,NA,21,NA,NA,NA,36,NA,NA,27,20,NA,NA,NA,13,NA
1953,370,NA,NA,25,NA,NA,NA,37,NA,NA,31,23,NA,NA,NA,13,NA
1954,370,NA,NA,12,NA,NA,NA,32,NA,NA,24,34,NA,NA,NA,15,NA
1955,370,NA,NA,25,NA,NA,NA,40,NA,NA,26,27,NA,NA,NA,13,NA
1956,370,NA,NA,25,NA,NA,NA,48,NA,NA,32,18,NA,NA,NA,12,NA
1957,370,NA,NA,18,NA,NA,NA,27,NA,NA,23,12,NA,NA,NA,6,NA
1958,370,NA,NA,22,NA,NA,NA,36,NA,NA,28,NA,NA,NA,NA,10,NA
1959,370,NA,NA,22,NA,NA,NA,26,NA,NA,25,NA,NA,NA,NA,7,NA
1960,370,NA,NA,22,NA,NA,NA,31,NA,NA,26,NA,NA,NA,NA,9,NA
1961,370,NA,NA,10,NA,NA,NA,10,NA,NA,10,NA,NA,NA,NA,4,NA
1962,370,NA,NA,16,NA,NA,NA,30,NA,NA,26,NA,NA,NA,NA,9,NA
1963,370,NA,NA,30,NA,NA,NA,50,NA,NA,38,NA,NA,NA,NA,13,NA
1964,370,NA,NA,22,NA,NA,NA,34,NA,NA,29,NA,NA,NA,NA,12,NA
1965,370,NA,NA,23,NA,NA,NA,53,NA,NA,40,NA,NA,NA,NA,12,NA
1966,370,NA,NA,28,NA,NA,NA,53,NA,NA,44,NA,NA,NA,NA,17,NA
1967,370,NA,12,22,NA,NA,NA,32,NA,NA,27,NA,NA,NA,NA,11,NA
1968,370,NA,21,27,NA,NA,NA,47,NA,NA,37,NA,NA,NA,NA,14,NA
1969,370,NA,22,26,NA,NA,NA,49,NA,NA,38,NA,NA,NA,NA,15,NA
1970,370,NA,19,26,NA,25,NA,50,NA,NA,43,NA,NA,NA,NA,16,NA
1971,370,NA,21,29,NA,28,NA,56,NA,NA,47,NA,NA,NA,NA,12,NA
1972,370,NA,18,25,NA,24,NA,45,NA,NA,37,NA,NA,NA,NA,12,NA
1973,370,NA,18,25,NA,25,NA,50,NA,NA,39,NA,NA,NA,NA,17,NA
1974,370,NA,13,19,NA,23,NA,29,NA,NA,27,NA,NA,NA,NA,13,NA
1975,370,NA,20,26,NA,26,NA,45,NA,NA,35,NA,NA,NA,NA,16,NA
1976,370,NA,25,32,NA,32,NA,55,NA,NA,45,NA,NA,NA,NA,17,NA
1977,370,NA,24,27,NA,25,NA,43,NA,NA,41,NA,NA,NA,NA,16,NA
1978,370,NA,22,28,NA,27,NA,47,NA,NA,43,20,NA,NA,NA,17,NA
1979,370,NA,13,20,NA,20,NA,26,NA,NA,25,20,NA,NA,NA,14,NA
1980,370,NA,23,25,NA,22,NA,50,NA,NA,40,17,NA,NA,NA,13,NA
1981,370,NA,23,26,NA,24,NA,40,NA,NA,37,25,NA,NA,NA,17,NA
1982,370,NA,25,34,NA,30,NA,70,NA,NA,56,33,NA,NA,NA,19,NA
1983,370,NA,22.8,28.5,NA,34.6,NA,50.5,NA,NA,41.7,27.1,NA,NA,NA,19.8,NA
1984,370,NA,14,21.8,NA,26.8,NA,31.3,NA,NA,31.8,23.1,NA,NA,1.54,12.1,NA
1985,370,NA,20.5,32.9,NA,37.6,NA,52.6,NA,NA,53.1,25,NA,NA,2,17.5,NA
1986,370,NA,26.8,20.4,NA,17.6,NA,50.5,NA,NA,39.8,20,NA,NA,2.33,19.8,NA
1987,370,NA,26.1,27.9,NA,25.1,NA,63.3,NA,NA,52.4,28,NA,NA,1.23,22.2,NA
1988,370,NA,16.6,9,NA,5,NA,25,NA,NA,21.6,20,NA,NA,0.3,12.8,NA
1989,370,NA,14.2,20.6,NA,18.9,NA,39.1,NA,NA,29.8,26.4,NA,NA,0.56,12.5,NA
1990,370,NA,18.1,30.1,NA,29,NA,50,NA,NA,48.3,32,NA,NA,1.5,18,NA
1991,370,NA,23.7,32.3,NA,38.4,NA,72.5,NA,NA,41.8,NA,NA,NA,1.12,23.5,NA
1992,370,NA,26,25.6,1452,25,NA,40,900,37,71,32.5,900,NA,0.5,12,NA
1993,370,25,23.6,24.4,774,30.1,850,67.1,550,27.4,54.7,28.7,NA,NA,0.5,15,NA
1994,370,NA,21.8,27.4,1002,27.5,NA,77.4,1020,41.9,55.3,50,1000,NA,0.75,20,NA
1995,370,40,23,30.7,805,30,NA,84.8,600,45.4,60,35,900,NA,1.5,25.8,NA
1996,370,35,30.1,29.8,920,25.8,NA,57,975,34.9,54.9,30,1000,0,0.9,20,NA
1997,370,NA,24.8,33.8,1012.1,25.3,NA,80,NA,31.3,51.3,45,1000,NA,0.9,16,NA
1998,370,NA,25.2,33.8,1009.8,33.2,NA,70.3,NA,39.2,58.7,56.5,951.7,NA,NA,22.2,NA
1999,370,40,26.8,40.3,1051.9,31.5,NA,83.2,NA,39.7,65.2,NA,925,NA,NA,23.2,NA
2000,370,35,26.4,34.2,818.4,39.3,NA,69.8,NA,43,58.3,35,1000,NA,NA,20.2,NA
2001,370,37.5,18.8,25.9,694,29.3,NA,55,NA,19.8,40.9,30,823,NA,NA,11.3,NA
2002,370,30,15.5,15.6,682,13,NA,37.9,463,12.3,31.3,25,600,NA,NA,10.5,NA
2003,370,37,24,35,836,42.5,NA,50.4,NA,29.6,57.2,35.5,900,NA,NA,20.8,NA
2004,370,42,21.2,38.5,NA,40,NA,79.6,NA,41.3,67.1,NA,1105,NA,NA,9,NA
2005,370,47.9,36.8,43.9,NA,50,NA,89.8,NA,43.1,66.4,43,NA,NA,NA,22.6,NA
2006,370,NA,31.4,34.1,NA,33.4,NA,75.3,NA,28.1,59.6,26,NA,NA,NA,21.8,NA
2007,370,38.5,29.1,30.3,NA,NA,NA,79.6,NA,33.3,56,NA,NA,NA,NA,16,NA
2008,370,47.5,36.7,42.5,NA,48.8,NA,87,1027,41.1,70.9,NA,NA,NA,NA,24.2,NA
2009,370,NA,36,44.6,NA,52.7,NA,91.1,NA,41.5,72.2,NA,NA,NA,NA,21.6,NA
2010,370,24,17.7,31.3,NA,40.1,NA,58.8,284,14.6,27.5,30,221,NA,NA,14.4,NA
2011,370,47,38.2,47.4,NA,57.2,NA,111,NA,40.2,70.5,40,1372,NA,NA,25.5,NA
2012,370,45,25.9,42.7,NA,47.8,NA,86,NA,33.3,49.4,50,1199,NA,NA,24.6,NA
2013,370,NA,39.8,54.2,650,76,NA,109.7,NA,34.9,76.9,NA,1160,NA,NA,29.4,NA
2014,370,30,31.29,37.96,490.74,48.6,0,96.78,NA,29,58.69,NA,1155.21,0,0,28.62,NA
2015,370,NA,39.38,44.73,NA,56.19,NA,102.58,1122.96,42.2,70.95,NA,1289.49,NA,NA,31.56,NA
2016,370,NA,43.8,44.5,NA,54.6,NA,102.4,880,43,79,NA,995,NA,NA,27.7,NA
2017,370,NA,46.3,54.06,NA,65,NA,101.5,2183.37,51.4,82.98,NA,1106.23,NA,NA,32.21,NA
2018,370,NA,38.9,45.9,NA,50,NA,88.5,1691,41.8,75.2,NA,NA,NA,NA,25,NA
2019,370,NA,48.9,62.4,NA,75.3,NA,117.4,NA,46.9,81.3,NA,NA,NA,NA,36.8,NA
2020,370,NA,44.3,59.7,NA,64.8,NA,115.8,2533,45.3,80,NA,NA,NA,NA,32.2,NA
2021,370,NA,21.2,34.6,NA,23.9,NA,45.9,NA,23.8,30.1,NA,NA,NA,NA,10.7,NA
2022,370,NA,55,63.1,NA,88.1,NA,140.5,NA,51.6,99.7,78.2,NA,NA,NA,40.8,NA
2023,370,45,50.6,63.1,NA,71.9,NA,113.2,3132.8,59.7,87.5,NA,NA,NA,NA,30,NA
2024,370,NA,38,59.8,NA,68.7,NA,137,NA,54.2,88.4,NA,NA,NA,NA,30,NA
2025,370,NA,48.2,66.1,NA,70.2,NA,134.2,2718,57.5,94.6,NA,NA,NA,NA,30,NA
1938,371,NA,NA,9,NA,NA,NA,29,NA,NA,24,NA,NA,NA,NA,7,NA
1939,371,NA,NA,20,NA,NA,NA,34,NA,NA,28,NA,NA,NA,NA,9,NA
1940,371,NA,NA,14,NA,NA,NA,26,NA,NA,23,NA,NA,NA,NA,8,NA
1941,371,NA,NA,9,NA,NA,NA,10,NA,NA,9,NA,NA,NA,NA,5,NA
1942,371,NA,NA,22,NA,NA,NA,46,NA,NA,31,14,NA,NA,NA,6,NA
1943,371,NA,NA,14,NA,NA,NA,25,NA,NA,21,NA,NA,NA,NA,5,NA
1944,371,NA,NA,23,NA,NA,NA,43,NA,NA,32,30,NA,NA,NA,9,NA
1945,371,NA,NA,18,NA,NA,NA,23,NA,NA,19,25,NA,NA,NA,8,NA
1946,371,NA,NA,16,NA,NA,NA,22,NA,NA,22,13,NA,NA,NA,8,NA
1947,371,NA,NA,6,NA,NA,NA,5,NA,NA,5,8,NA,NA,NA,3,NA
1948,371,NA,NA,13,NA,NA,NA,16,NA,NA,13,13,NA,NA,NA,7,NA
1949,371,NA,NA,19,NA,NA,NA,31,NA,NA,24,14,NA,NA,NA,6,NA
1950,371,NA,NA,13,NA,NA,NA,20,NA,NA,17,9,NA,NA,NA,NA,NA
1951,371,NA,NA,20,NA,NA,NA,38,NA,NA,33,12,NA,NA,NA,9,NA
