Risk_Zone,Crop,Variety,Year,Acres,Yield
20,Canola/Rapeseed,CS3300 TF,2023,,
20,Canola/Rapeseed,CS3300 TF,2024,,
20,Canola/Rapeseed,CS3300 TF,2025,1752,50.6
20,Canola/Rapeseed,CS4000 LL,2021,,
20,Canola/Rapeseed,CS4000 LL,2022,2763,49.4
20,Canola/Rapeseed,CS4000 LL,2023,7308,42.1
20,Canola/Rapeseed,CS4000 LL,2024,10867,34.0
20,Canola/Rapeseed,CS4000 LL,2025,5916,45.1
20,Canola/Rapeseed,CS4100 LL,2021,,
20,Canola/Rapeseed,CS4100 LL,2022,,
20,Canola/Rapeseed,CS4100 LL,2023,,
20,Canola/Rapeseed,CS4100 LL,2024,,
20,Canola/Rapeseed,CS4100 LL,2025,4379,45.0
20,Canola/Rapeseed,DK 801 LL,2021,,
20,Canola/Rapeseed,DK 801 LL,2022,,
20,Canola/Rapeseed,DK 801 LL,2023,,
20,Canola/Rapeseed,DK 801 LL,2024,,
20,Canola/Rapeseed,DK 801 LL,2025,10658,52.6
20,Canola/Rapeseed,DK400TL,2021,,
20,Canola/Rapeseed,DK400TL,2022,,
20,Canola/Rapeseed,DK400TL,2023,,
20,Canola/Rapeseed,DK400TL,2024,3572,37.1
20,Canola/Rapeseed,DK400TL,2025,1380,56.6
20,Canola/Rapeseed,DK401TK,2021,,
20,Canola/Rapeseed,DK401TK,2022,,
20,Canola/Rapeseed,DK401TK,2023,,
20,Canola/Rapeseed,DK401TK,2024,,
20,Canola/Rapeseed,DK401TK,2025,7003,52.4
20,Canola/Rapeseed,DK401TL,2021,,
20,Canola/Rapeseed,DK401TL,2022,,
20,Canola/Rapeseed,DK401TL,2023,,
20,Canola/Rapeseed,DK401TL,2024,,
20,Canola/Rapeseed,DK401TL,2025,3625,48.5
20,Canola/Rapeseed,DK800LL,2021,,
20,Canola/Rapeseed,DK800LL,2022,,
20,Canola/Rapeseed,DK800LL,2023,,
20,Canola/Rapeseed,DK800LL,2024,1586,38.4
20,Canola/Rapeseed,DK800LL,2025,17809,56.1
20,Canola/Rapeseed,DK801LL,2021,,
20,Canola/Rapeseed,DK801LL,2022,,
20,Canola/Rapeseed,DK801LL,2023,,
20,Canola/Rapeseed,DK801LL,2024,,
20,Canola/Rapeseed,DK801LL,2025,1045,48.1
20,Canola/Rapeseed,DK900TF,2021,,
20,Canola/Rapeseed,DK900TF,2022,,
20,Canola/Rapeseed,DK900TF,2023,12239,44.8
20,Canola/Rapeseed,DK900TF,2024,10519,30.3
20,Canola/Rapeseed,DK900TF,2025,4389,41.7
20,Canola/Rapeseed,DK901TF,2021,,
20,Canola/Rapeseed,DK901TF,2022,,
20,Canola/Rapeseed,DK901TF,2023,1728,45.1
20,Canola/Rapeseed,DK901TF,2024,1385,29.9
20,Canola/Rapeseed,DK901TF,2025,3407,22.3
20,Canola/Rapeseed,DK902TF,2021,,
20,Canola/Rapeseed,DK902TF,2022,,
20,Canola/Rapeseed,DK902TF,2023,4153,45.6
20,Canola/Rapeseed,DK902TF,2024,13656,26.9
20,Canola/Rapeseed,DK902TF,2025,6302,41.8
20,Canola/Rapeseed,LR354PC,2021,,
20,Canola/Rapeseed,LR354PC,2022,,
20,Canola/Rapeseed,LR354PC,2023,,
20,Canola/Rapeseed,LR354PC,2024,,
20,Canola/Rapeseed,LR354PC,2025,1295,47.8
20,Canola/Rapeseed,L233P,2021,31955,23.1
20,Canola/Rapeseed,L233P,2022,28803,37.1
20,Canola/Rapeseed,L233P,2023,15727,36.2
20,Canola/Rapeseed,L233P,2024,7529,34.9
20,Canola/Rapeseed,L233P,2025,8452,53.8
20,Canola/Rapeseed,L330PC,2021,,
20,Canola/Rapeseed,L330PC,2022,,
20,Canola/Rapeseed,L330PC,2023,,
20,Canola/Rapeseed,L330PC,2024,,
20,Canola/Rapeseed,L330PC,2025,17506,54.1
20,Canola/Rapeseed,L333PC,2021,,
20,Canola/Rapeseed,L333PC,2022,,
20,Canola/Rapeseed,L333PC,2023,,
20,Canola/Rapeseed,L333PC,2024,,
20,Canola/Rapeseed,L333PC,2025,7174,49.3
20,Canola/Rapeseed,L340PC,2021,34980,30.2
20,Canola/Rapeseed,L340PC,2022,66422,43.8
20,Canola/Rapeseed,L340PC,2023,94045,44.1
20,Canola/Rapeseed,L340PC,2024,88334,36.1
20,Canola/Rapeseed,L340PC,2025,133902,50.6
20,Canola/Rapeseed,L341PC,2021,,
20,Canola/Rapeseed,L341PC,2022,,
20,Canola/Rapeseed,L341PC,2023,,
20,Canola/Rapeseed,L341PC,2024,,
20,Canola/Rapeseed,L341PC,2025,669,50.4
20,Canola/Rapeseed,L343PC,2021,,
20,Canola/Rapeseed,L343PC,2022,6668,45.5
20,Canola/Rapeseed,L343PC,2023,11526,43.9
20,Canola/Rapeseed,L343PC,2024,6103,34.8
20,Canola/Rapeseed,L343PC,2025,4955,50.2
20,Canola/Rapeseed,L345PC,2021,58740,26.3
20,Canola/Rapeseed,L345PC,2022,46779,41.6
20,Canola/Rapeseed,L345PC,2023,25410,44.8
20,Canola/Rapeseed,L345PC,2024,33323,33.3
20,Canola/Rapeseed,L345PC,2025,18002,44.0
20,Canola/Rapeseed,L350PC,2021,,
20,Canola/Rapeseed,L350PC,2022,,
20,Canola/Rapeseed,L350PC,2023,13273,40.0
20,Canola/Rapeseed,L350PC,2024,10002,36.2
20,Canola/Rapeseed,L350PC,2025,5319,52.2
20,Canola/Rapeseed,L356PC,2021,,
20,Canola/Rapeseed,L356PC,2022,14958,45.2
20,Canola/Rapeseed,L356PC,2023,40934,41.0
20,Canola/Rapeseed,L356PC,2024,66730,34.7
20,Canola/Rapeseed,L356PC,2025,64887,49.9
20,Canola/Rapeseed,PV 661 LCM,2021,,
20,Canola/Rapeseed,PV 661 LCM,2022,,
20,Canola/Rapeseed,PV 661 LCM,2023,,
20,Canola/Rapeseed,PV 661 LCM,2024,6030,30.9
20,Canola/Rapeseed,PV 661 LCM,2025,3199,47.6
20,Canola/Rapeseed,PV 681 LC,2021,18256,25.4
20,Canola/Rapeseed,PV 681 LC,2022,6997,41.7
20,Canola/Rapeseed,PV 681 LC,2023,11135,42.0
20,Canola/Rapeseed,PV 681 LC,2024,7179,30.2
20,Canola/Rapeseed,PV 681 LC,2025,2366,43.3
20,Canola/Rapeseed,PV 780 TC,2021,2334,22.7
20,Canola/Rapeseed,PV 780 TC,2022,,
20,Canola/Rapeseed,PV 780 TC,2023,1447,32.2
20,Canola/Rapeseed,PV 780 TC,2024,,
20,Canola/Rapeseed,PV 780 TC,2025,414,44.2
20,Canola/Rapeseed,PV 781 TCM,2021,,
20,Canola/Rapeseed,PV 781 TCM,2022,980,43.3
20,Canola/Rapeseed,PV 781 TCM,2023,4296,37.1
20,Canola/Rapeseed,PV 781 TCM,2024,4124,27.2
20,Canola/Rapeseed,PV 781 TCM,2025,623,27.2
20,Canola/Rapeseed,PV783,2021,,
20,Canola/Rapeseed,PV783,2022,,
20,Canola/Rapeseed,PV783,2023,,
20,Canola/Rapeseed,PV783,2024,,
20,Canola/Rapeseed,PV783,2025,1746,41.9
20,Canola/Rapeseed,P1530G,2021,,
20,Canola/Rapeseed,P1530G,2022,,
20,Canola/Rapeseed,P1530G,2023,,
20,Canola/Rapeseed,P1530G,2024,,
20,Canola/Rapeseed,P1530G,2025,1244,43.6
20,Canola/Rapeseed,P1540L,2021,,
20,Canola/Rapeseed,P1540L,2022,,
20,Canola/Rapeseed,P1540L,2023,,
20,Canola/Rapeseed,P1540L,2024,,
20,Canola/Rapeseed,P1540L,2025,1919,50.2
20,Canola/Rapeseed,P505MSL,2021,14260,27.2
20,Canola/Rapeseed,P505MSL,2022,12199,48.5
20,Canola/Rapeseed,P505MSL,2023,20138,46.0
20,Canola/Rapeseed,P505MSL,2024,19203,29.8
20,Canola/Rapeseed,P505MSL,2025,14608,41.7
20,Canola/Rapeseed,P510G,2021,,
20,Canola/Rapeseed,P510G,2022,,
20,Canola/Rapeseed,P510G,2023,1196,49.0
20,Canola/Rapeseed,P510G,2024,5064,29.4
20,Canola/Rapeseed,P510G,2025,2125,39.2
20,Canola/Rapeseed,P515G,2021,,
20,Canola/Rapeseed,P515G,2022,,
20,Canola/Rapeseed,P515G,2023,1531,45.4
20,Canola/Rapeseed,P515G,2024,9400,30.0
20,Canola/Rapeseed,P515G,2025,2792,45.9
20,Canola/Rapeseed,P516L,2021,,
20,Canola/Rapeseed,P516L,2022,,
20,Canola/Rapeseed,P516L,2023,2942,45.9
20,Canola/Rapeseed,P516L,2024,23233,34.3
20,Canola/Rapeseed,P516L,2025,3953,44.3
20,Canola/Rapeseed,P519L,2021,,
20,Canola/Rapeseed,P519L,2022,,
20,Canola/Rapeseed,P519L,2023,,
20,Canola/Rapeseed,P519L,2024,740,37.2
20,Canola/Rapeseed,P519L,2025,12339,46.0
20,Canola/Rapeseed,P520L,2021,,
20,Canola/Rapeseed,P520L,2022,,
20,Canola/Rapeseed,P520L,2023,,
20,Canola/Rapeseed,P520L,2024,1077,33.8
20,Canola/Rapeseed,P520L,2025,25116,49.1
20,Canola/Rapeseed,P612L,2021,,
20,Canola/Rapeseed,P612L,2022,640,44.1
20,Canola/Rapeseed,P612L,2023,10234,41.9
20,Canola/Rapeseed,P612L,2024,7863,28.0
20,Canola/Rapeseed,P612L,2025,8622,53.9
20,Canola/Rapeseed,P617SL,2021,,
20,Canola/Rapeseed,P617SL,2022,,
20,Canola/Rapeseed,P617SL,2023,,
20,Canola/Rapeseed,P617SL,2024,,
20,Canola/Rapeseed,P617SL,2025,2551,33.7
20,Canola/Rapeseed,401 HYOLA,2021,,
20,Canola/Rapeseed,401 HYOLA,2022,,
20,Canola/Rapeseed,401 HYOLA,2023,,
20,Canola/Rapeseed,401 HYOLA,2024,,
20,Canola/Rapeseed,401 HYOLA,2025,1429,51.5
20,Canola/Rapeseed,45H42,2021,9386,30.5
20,Canola/Rapeseed,45H42,2022,12634,41.7
20,Canola/Rapeseed,45H42,2023,12937,46.2
20,Canola/Rapeseed,45H42,2024,9920,33.9
20,Canola/Rapeseed,45H42,2025,2851,48.9
20,Field Peas,CANARY CDC,2021,1655,29.1
20,Field Peas,CANARY CDC,2022,3126,41.5
20,Field Peas,CANARY CDC,2023,4047,42.5
20,Field Peas,CANARY CDC,2024,10105,39.9
20,Field Peas,CANARY CDC,2025,12101,52.6
20,Field Peas,CARVER AAC,2021,5348,20.6
20,Field Peas,CARVER AAC,2022,6016,38.7
20,Field Peas,CARVER AAC,2023,3855,42.6
20,Field Peas,CARVER AAC,2024,3580,38.7
20,Field Peas,CARVER AAC,2025,3800,55.5
20,Field Peas,CHROME AAC,2021,,
20,Field Peas,CHROME AAC,2022,,
20,Field Peas,CHROME AAC,2023,1070,41.9
20,Field Peas,CHROME AAC,2024,1668,38.6
20,Field Peas,CHROME AAC,2025,2219,54.1
20,Field Peas,CITRINE CDC,2021,,
20,Field Peas,CITRINE CDC,2022,,
20,Field Peas,CITRINE CDC,2023,,
20,Field Peas,CITRINE CDC,2024,,
20,Field Peas,CITRINE CDC,2025,634,51.4
20,Field Peas,FOREST CDC,2021,5176,25.4
20,Field Peas,FOREST CDC,2022,3480,49.8
20,Field Peas,FOREST CDC,2023,2112,54.2
20,Field Peas,FOREST CDC,2024,2532,39.7
20,Field Peas,FOREST CDC,2025,2146,57.7
20,Field Peas,GREENWATER,2021,935,19.5
20,Field Peas,GREENWATER,2022,875,29.1
20,Field Peas,GREENWATER,2023,,
20,Field Peas,GREENWATER,2024,,
20,Field Peas,GREENWATER,2025,400,54.3
20,Field Peas,HICKIE CDC,2021,,
20,Field Peas,HICKIE CDC,2022,,
20,Field Peas,HICKIE CDC,2023,,
20,Field Peas,HICKIE CDC,2024,,
20,Field Peas,HICKIE CDC,2025,1169,53.2
20,Field Peas,INCA CDC,2021,18388,18.2
20,Field Peas,INCA CDC,2022,8301,33.5
20,Field Peas,INCA CDC,2023,8419,33.3
20,Field Peas,INCA CDC,2024,4322,45.7
20,Field Peas,INCA CDC,2025,4029,54.6
20,Field Peas,JULIUS AAC,2021,,
20,Field Peas,JULIUS AAC,2022,,
20,Field Peas,JULIUS AAC,2023,,
20,Field Peas,JULIUS AAC,2024,,
20,Field Peas,JULIUS AAC,2025,1284,60.7
20,Field Peas,LEWOCHKO CDC,2021,,
20,Field Peas,LEWOCHKO CDC,2022,,
20,Field Peas,LEWOCHKO CDC,2023,,
20,Field Peas,LEWOCHKO CDC,2024,,
20,Field Peas,LEWOCHKO CDC,2025,556,43.5
20,Field Peas,LIMERICK CDC,2021,6195,23.9
20,Field Peas,LIMERICK CDC,2022,4937,33.2
20,Field Peas,LIMERICK CDC,2023,1147,38.3
20,Field Peas,LIMERICK CDC,2024,3039,37.3
20,Field Peas,LIMERICK CDC,2025,5004,50.7
20,Field Peas,MAPLE,2021,,
20,Field Peas,MAPLE,2022,,
20,Field Peas,MAPLE,2023,,
20,Field Peas,MAPLE,2024,,
20,Field Peas,MAPLE,2025,1006,56.0
20,Field Peas,MEADOW CDC,2021,6349,27.0
20,Field Peas,MEADOW CDC,2022,4805,36.5
20,Field Peas,MEADOW CDC,2023,4571,49.6
20,Field Peas,MEADOW CDC,2024,3573,37.4
20,Field Peas,MEADOW CDC,2025,2202,47.7
20,Field Peas,PROFIT AAC,2021,,
20,Field Peas,PROFIT AAC,2022,1093,42.1
20,Field Peas,PROFIT AAC,2023,400,50.0
20,Field Peas,PROFIT AAC,2024,832,35.5
20,Field Peas,PROFIT AAC,2025,1915,49.1
20,Field Peas,SPECTRUM CDC,2021,11915,23.2
20,Field Peas,SPECTRUM CDC,2022,13765,35.1
20,Field Peas,SPECTRUM CDC,2023,9835,40.3
20,Field Peas,SPECTRUM CDC,2024,7417,40.5
20,Field Peas,SPECTRUM CDC,2025,17156,55.1
20,Field Peas,SPRUCE CDC,2021,5135,24.0
20,Field Peas,SPRUCE CDC,2022,2261,40.3
20,Field Peas,SPRUCE CDC,2023,,
20,Field Peas,SPRUCE CDC,2024,,
20,Field Peas,SPRUCE CDC,2025,3092,49.1
20,Field Peas,TOLLEFSON CDC,2021,,
20,Field Peas,TOLLEFSON CDC,2022,,
20,Field Peas,TOLLEFSON CDC,2023,,
20,Field Peas,TOLLEFSON CDC,2024,1035,37.1
20,Field Peas,TOLLEFSON CDC,2025,1220,47.9
20,Flax,GLAS CDC,2021,7411,15.2
20,Flax,GLAS CDC,2022,4732,30.5
20,Flax,GLAS CDC,2023,1498,24.3
20,Flax,GLAS CDC,2024,2816,24.2
20,Flax,GLAS CDC,2025,3026,30.4
20,IP Canola/Rapeseed,DK903TF,2021,,
20,IP Canola/Rapeseed,DK903TF,2022,,
20,IP Canola/Rapeseed,DK903TF,2023,,
20,IP Canola/Rapeseed,DK903TF,2024,1078,28.4
20,IP Canola/Rapeseed,DK903TF,2025,3366,49.6
20,IP Canola/Rapeseed,L358HPC,2021,,
20,IP Canola/Rapeseed,L358HPC,2022,,
20,IP Canola/Rapeseed,L358HPC,2023,,
20,IP Canola/Rapeseed,L358HPC,2024,14102,30.1
20,IP Canola/Rapeseed,L358HPC,2025,9072,44.6
20,IP Canola/Rapeseed,V25-6T,2021,,
20,IP Canola/Rapeseed,V25-6T,2022,,
20,IP Canola/Rapeseed,V25-6T,2023,,
20,IP Canola/Rapeseed,V25-6T,2024,1217,25.6
20,IP Canola/Rapeseed,V25-6T,2025,2866,46.7
20,Oats,ARBORG CDC,2021,427,60.7
20,Oats,ARBORG CDC,2022,1968,112.6
20,Oats,ARBORG CDC,2023,639,105.9
20,Oats,ARBORG CDC,2024,857,66.3
20,Oats,ARBORG CDC,2025,1872,86.4
20,Oats,BALER CDC,2021,,
20,Oats,BALER CDC,2022,,
20,Oats,BALER CDC,2023,468,64.0
20,Oats,BALER CDC,2024,848,78.8
20,Oats,BALER CDC,2025,565,80.5
20,Oats,DERBY,2021,,
20,Oats,DERBY,2022,510,47.8
20,Oats,DERBY,2023,,
20,Oats,DERBY,2024,,
20,Oats,DERBY,2025,475,44.6
20,Oats,MORGAN AC,2021,2882,59.2
20,Oats,MORGAN AC,2022,2937,97.0
20,Oats,MORGAN AC,2023,1110,84.0
20,Oats,MORGAN AC,2024,1614,81.0
20,Oats,MORGAN AC,2025,2955,84.9
20,Oats,NASSER CDC,2021,485,77.0
20,Oats,NASSER CDC,2022,1021,77.1
20,Oats,NASSER CDC,2023,1511,109.9
20,Oats,NASSER CDC,2024,1543,72.8
20,Oats,NASSER CDC,2025,1190,96.4
20,Oats,SO-1 CDC,2021,539,52.0
20,Oats,SO-1 CDC,2022,1026,76.4
20,Oats,SO-1 CDC,2023,918,75.6
20,Oats,SO-1 CDC,2024,631,69.7
20,Oats,SO-1 CDC,2025,522,74.8
20,Wheat,- Canada Prairie ACCELERATE CS,2021,965,64.8
20,Wheat,- Canada Prairie ACCELERATE CS,2022,3897,79.5
20,Wheat,- Canada Prairie ACCELERATE CS,2023,4705,75.1
20,Wheat,- Canada Prairie ACCELERATE CS,2024,3099,57.0
20,Wheat,- Canada Prairie ACCELERATE CS,2025,5065,51.0
20,Wheat,ANDREW AC,2021,8482,39.5
20,Wheat,ANDREW AC,2022,7993,64.8
20,Wheat,ANDREW AC,2023,11571,66.1
20,Wheat,ANDREW AC,2024,9797,42.8
20,Wheat,ANDREW AC,2025,4503,51.1
20,Wheat,AWESOME VB AAC,2021,5740,34.9
20,Wheat,AWESOME VB AAC,2022,7786,64.3
20,Wheat,AWESOME VB AAC,2023,8878,58.3
20,Wheat,AWESOME VB AAC,2024,13818,42.2
20,Wheat,AWESOME VB AAC,2025,7413,70.3
20,Wheat,PARAMOUNT AAC,2021,2517,37.7
20,Wheat,PARAMOUNT AAC,2022,600,74.8
20,Wheat,PARAMOUNT AAC,2023,3141,51.9
20,Wheat,PARAMOUNT AAC,2024,6245,59.1
20,Wheat,PARAMOUNT AAC,2025,948,48.4
20,Wheat,PENHOLD AAC,2021,25748,43.9
20,Wheat,PENHOLD AAC,2022,19623,62.5
20,Wheat,PENHOLD AAC,2023,21372,60.5
20,Wheat,PENHOLD AAC,2024,15421,44.0
20,Wheat,PENHOLD AAC,2025,12001,55.6
20,Wheat,RIMBEY AAC,2021,,
20,Wheat,RIMBEY AAC,2022,,
20,Wheat,RIMBEY AAC,2023,,
20,Wheat,RIMBEY AAC,2024,717,49.9
20,Wheat,RIMBEY AAC,2025,2995,57.8
20,Wheat,SADASH,2021,16308,33.7
20,Wheat,SADASH,2022,14278,59.8
20,Wheat,SADASH,2023,18286,54.9
20,Wheat,SADASH,2024,17393,50.9
20,Wheat,SADASH,2025,14104,76.4
20,Wheat,5700PR,2021,5279,41.8
20,Wheat,5700PR,2022,5927,70.6
20,Wheat,5700PR,2023,6026,62.6
20,Wheat,5700PR,2024,4375,37.1
20,Wheat,5700PR,2025,4823,50.3
20,Wheat - Durum,SCHRADER AAC,2021,,
20,Wheat - Durum,SCHRADER AAC,2022,,
20,Wheat - Durum,SCHRADER AAC,2023,,
20,Wheat - Durum,SCHRADER AAC,2024,905,43.6
20,Wheat - Durum,SCHRADER AAC,2025,741,70.2
20,Wheat - Hard Red Spring,BRANDON AAC,2021,49393,38.3
20,Wheat - Hard Red Spring,BRANDON AAC,2022,52636,54.9
20,Wheat - Hard Red Spring,BRANDON AAC,2023,45390,57.0
20,Wheat - Hard Red Spring,BRANDON AAC,2024,28647,43.8
20,Wheat - Hard Red Spring,BRANDON AAC,2025,27346,51.6
20,Wheat - Hard Red Spring,BROADACRES AAC,2021,,
20,Wheat - Hard Red Spring,BROADACRES AAC,2022,,
20,Wheat - Hard Red Spring,BROADACRES AAC,2023,2242,58.0
20,Wheat - Hard Red Spring,BROADACRES AAC,2024,13991,46.8
20,Wheat - Hard Red Spring,BROADACRES AAC,2025,20456,66.4
20,Wheat - Hard Red Spring,CONNERY AAC,2021,1814,33.1
20,Wheat - Hard Red Spring,CONNERY AAC,2022,,
20,Wheat - Hard Red Spring,CONNERY AAC,2023,1462,41.0
20,Wheat - Hard Red Spring,CONNERY AAC,2024,,
20,Wheat - Hard Red Spring,CONNERY AAC,2025,1737,51.8
20,Wheat - Hard Red Spring,ELIE AAC,2021,8717,34.3
20,Wheat - Hard Red Spring,ELIE AAC,2022,9008,53.8
20,Wheat - Hard Red Spring,ELIE AAC,2023,5682,57.6
20,Wheat - Hard Red Spring,ELIE AAC,2024,4811,43.0
20,Wheat - Hard Red Spring,ELIE AAC,2025,532,55.3
20,Wheat - Hard Red Spring,HOCKLEY AAC,2021,,
20,Wheat - Hard Red Spring,HOCKLEY AAC,2022,,
20,Wheat - Hard Red Spring,HOCKLEY AAC,2023,1435,66.2
20,Wheat - Hard Red Spring,HOCKLEY AAC,2024,16832,42.5
20,Wheat - Hard Red Spring,HOCKLEY AAC,2025,42054,62.5
20,Wheat - Hard Red Spring,HODGE AAC VB,2021,,
20,Wheat - Hard Red Spring,HODGE AAC VB,2022,,
20,Wheat - Hard Red Spring,HODGE AAC VB,2023,9874,58.0
20,Wheat - Hard Red Spring,HODGE AAC VB,2024,59579,46.8
20,Wheat - Hard Red Spring,HODGE AAC VB,2025,61431,61.6
20,Wheat - Hard Red Spring,HUGHES CDC VB,2021,13409,30.5
20,Wheat - Hard Red Spring,HUGHES CDC VB,2022,13578,51.6
20,Wheat - Hard Red Spring,HUGHES CDC VB,2023,10758,52.5
20,Wheat - Hard Red Spring,HUGHES CDC VB,2024,4306,44.4
20,Wheat - Hard Red Spring,HUGHES CDC VB,2025,5761,66.1
20,Wheat - Hard Red Spring,LANDMARK CDC,2021,53568,31.4
20,Wheat - Hard Red Spring,LANDMARK CDC,2022,21201,54.6
20,Wheat - Hard Red Spring,LANDMARK CDC,2023,19560,53.4
20,Wheat - Hard Red Spring,LANDMARK CDC,2024,12793,44.7
20,Wheat - Hard Red Spring,LANDMARK CDC,2025,12122,62.1
20,Wheat - Hard Red Spring,LEROY AAC VB,2021,7277,38.5
20,Wheat - Hard Red Spring,LEROY AAC VB,2022,14300,49.8
20,Wheat - Hard Red Spring,LEROY AAC VB,2023,10029,55.2
20,Wheat - Hard Red Spring,LEROY AAC VB,2024,2228,40.4
20,Wheat - Hard Red Spring,LEROY AAC VB,2025,6912,57.2
20,Wheat - Hard Red Spring,ORTONA CDC,2021,2364,24.9
20,Wheat - Hard Red Spring,ORTONA CDC,2022,7945,39.2
20,Wheat - Hard Red Spring,ORTONA CDC,2023,6679,39.9
20,Wheat - Hard Red Spring,ORTONA CDC,2024,3761,35.5
20,Wheat - Hard Red Spring,ORTONA CDC,2025,3023,57.9
20,Wheat - Hard Red Spring,PLENTIFUL CDC,2021,10912,27.9
20,Wheat - Hard Red Spring,PLENTIFUL CDC,2022,10799,34.5
20,Wheat - Hard Red Spring,PLENTIFUL CDC,2023,8064,37.2
20,Wheat - Hard Red Spring,PLENTIFUL CDC,2024,7262,45.3
20,Wheat - Hard Red Spring,PLENTIFUL CDC,2025,4483,60.0
20,Wheat - Hard Red Spring,PREVAIL VB AAC,2021,,
20,Wheat - Hard Red Spring,PREVAIL VB AAC,2022,433,33.3
20,Wheat - Hard Red Spring,PREVAIL VB AAC,2023,,
20,Wheat - Hard Red Spring,PREVAIL VB AAC,2024,428,45.1
20,Wheat - Hard Red Spring,PREVAIL VB AAC,2025,1442,45.6
20,Wheat - Hard Red Spring,REDBERRY AAC,2021,15872,30.5
20,Wheat - Hard Red Spring,REDBERRY AAC,2022,17254,42.3
20,Wheat - Hard Red Spring,REDBERRY AAC,2023,19157,44.1
20,Wheat - Hard Red Spring,REDBERRY AAC,2024,13937,44.6
20,Wheat - Hard Red Spring,REDBERRY AAC,2025,11256,58.1
20,Wheat - Hard Red Spring,RUSSELL AAC VB,2021,,
20,Wheat - Hard Red Spring,RUSSELL AAC VB,2022,983,60.9
20,Wheat - Hard Red Spring,RUSSELL AAC VB,2023,3275,56.0
20,Wheat - Hard Red Spring,RUSSELL AAC VB,2024,3033,52.9
20,Wheat - Hard Red Spring,RUSSELL AAC VB,2025,3083,50.6
20,Wheat - Hard Red Spring,SILAS CDC,2021,,
20,Wheat - Hard Red Spring,SILAS CDC,2022,1150,64.0
20,Wheat - Hard Red Spring,SILAS CDC,2023,3282,54.9
20,Wheat - Hard Red Spring,SILAS CDC,2024,15587,54.8
20,Wheat - Hard Red Spring,SILAS CDC,2025,6519,64.5
20,Wheat - Hard Red Spring,STANLEY CDC,2021,2096,29.1
20,Wheat - Hard Red Spring,STANLEY CDC,2022,2112,35.9
20,Wheat - Hard Red Spring,STANLEY CDC,2023,1002,49.0
20,Wheat - Hard Red Spring,STANLEY CDC,2024,1256,40.4
20,Wheat - Hard Red Spring,STANLEY CDC,2025,941,57.2
20,Wheat - Hard Red Spring,STARBUCK AAC VB,2021,1990,40.0
20,Wheat - Hard Red Spring,STARBUCK AAC VB,2022,9149,45.6
20,Wheat - Hard Red Spring,STARBUCK AAC VB,2023,9711,49.3
20,Wheat - Hard Red Spring,STARBUCK AAC VB,2024,5355,48.1
20,Wheat - Hard Red Spring,STARBUCK AAC VB,2025,9931,71.7
20,Wheat - Hard Red Spring,SUCCESSION CLPLUS !,2021,,
20,Wheat - Hard Red Spring,SUCCESSION CLPLUS !,2022,,
20,Wheat - Hard Red Spring,SUCCESSION CLPLUS !,2023,,
20,Wheat - Hard Red Spring,SUCCESSION CLPLUS !,2024,,
20,Wheat - Hard Red Spring,SUCCESSION CLPLUS !,2025,5511,64.4
20,Wheat - Hard Red Spring,UTMOST CDC,2021,20898,31.4
20,Wheat - Hard Red Spring,UTMOST CDC,2022,8956,47.2
20,Wheat - Hard Red Spring,UTMOST CDC,2023,6229,48.6
20,Wheat - Hard Red Spring,UTMOST CDC,2024,1941,43.6
20,Wheat - Hard Red Spring,UTMOST CDC,2025,718,56.4
20,Wheat - Hard Red Spring,VIEWFIELD AAC,2021,73675,40.1
20,Wheat - Hard Red Spring,VIEWFIELD AAC,2022,89792,57.6
20,Wheat - Hard Red Spring,VIEWFIELD AAC,2023,87518,60.4
20,Wheat - Hard Red Spring,VIEWFIELD AAC,2024,59501,53.2
20,Wheat - Hard Red Spring,VIEWFIELD AAC,2025,71738,68.2
20,Wheat - Hard Red Spring,WESTKING AAC,2021,,
20,Wheat - Hard Red Spring,WESTKING AAC,2022,,
20,Wheat - Hard Red Spring,WESTKING AAC,2023,,
20,Wheat - Hard Red Spring,WESTKING AAC,2024,,
20,Wheat - Hard Red Spring,WESTKING AAC,2025,1288,67.2
20,Wheat - Hard Red Spring,WHEATLAND VB AAC,2021,22276,37.5
20,Wheat - Hard Red Spring,WHEATLAND VB AAC,2022,72412,53.5
20,Wheat - Hard Red Spring,WHEATLAND VB AAC,2023,98502,56.6
20,Wheat - Hard Red Spring,WHEATLAND VB AAC,2024,95667,46.4
20,Wheat - Hard Red Spring,WHEATLAND VB AAC,2025,85660,64.1
20,Chickpea,- Large Kabuli LEADER CDC,2021,,
20,Chickpea,- Large Kabuli LEADER CDC,2022,,
20,Chickpea,- Large Kabuli LEADER CDC,2023,,
20,Chickpea,- Large Kabuli LEADER CDC,2024,,
20,Chickpea,- Large Kabuli LEADER CDC,2025,816,2077
20,Fababeans,FABELLE,2021,,
20,Fababeans,FABELLE,2022,,
20,Fababeans,FABELLE,2023,,
20,Fababeans,FABELLE,2024,,
20,Fababeans,FABELLE,2025,833,1420
20,Fababeans,SNOWBIRD,2021,4025,802
20,Fababeans,SNOWBIRD,2022,3029,2890
20,Fababeans,SNOWBIRD,2023,3515,2716
20,Fababeans,SNOWBIRD,2024,2272,1182
20,Fababeans,SNOWBIRD,2025,1154,1680
20,Lentils - Red,MAXIM CDC,2021,4929,1111
20,Lentils - Red,MAXIM CDC,2022,7172,1440
