Year,RM,Spring Wheat,Durum,Canola,Barley,Oats,Peas,Lentils,Flax
2013,380,53.2,,36.8,72.9,73.6,50.7,1817,34.7
2014,380,45.78,,36.83,73.26,,37.1,809.09,38.54
2015,380,33.81,,39.62,65.03,,31.4,1328.07,35.69
2016,380,52.8,,43.3,80.9,94.5,43,1478,40
2017,380,53.72,,46.18,85.92,,49.6,2739.23,
2018,380,47.8,,46.2,75,,36,2350,
2019,380,63.3,,51.3,85.6,,46,2575,32.6
2020,380,69.5,,49.4,89,137,40.1,2566,40.4
2021,380,31.7,,23.1,33.1,,19,807,12.2
2022,380,45.2,,35,64.2,99.8,31.9,1750.5,20
2023,380,48.1,,35.5,61.3,,35.5,2096.6,24.3
2024,380,51.2,40.7,35.6,81,,39.9,2102,
2025,380,69.3,,55.6,122.5,,56.2,3086,
1990,381,27,25,15.9,46.4,49.2,,,15.3
1991,381,29.2,25,18.8,41.7,49.7,,,18
1992,381,29.7,19,23.7,50.9,30,,,15
1993,381,37.4,,27.8,59.3,71.5,34.9,300,25
1994,381,27,31.8,22.1,47.9,70.7,35.8,600,20.6
1995,381,22.1,29.7,17.2,33,,8.7,600,21.1
1996,381,39.2,32.9,24.5,52.5,72.6,31.6,,25
1997,381,28.5,24.9,21,40.9,45,20.1,,21.9
1998,381,23.8,21.3,15.9,35.2,37.5,17.6,,18
1999,381,37.3,35.3,30.9,62.8,68.4,38.9,833,24
2000,381,31.1,32.8,24.1,41.9,45.6,28.2,750,18.4
2001,381,22.6,19.7,11.4,29.6,31,17.4,400,16.9
2002,381,9.3,,9.3,7.9,,5.5,,
2003,381,20.5,20.2,12.2,29.5,29.9,15.5,,10
2004,381,37.9,31.9,26.5,50.9,51.9,38,500,16.1
2005,381,32.2,30.3,27,48.6,,25.3,,28.8
2006,381,33.5,36.2,34.7,48.2,59.1,33.2,,24.9
2007,381,27.7,28.6,25.9,50.1,46.3,40.9,1384,20
2008,381,36.3,,34.1,58.6,70,41.9,,30
2009,381,32.7,,31.7,51,,31.4,,
2010,381,38,,33.9,50.5,63.8,38.8,647,18.7
2011,381,41.2,41.8,35,61.2,55.8,44.8,626,26.6
2012,381,37.7,,22.9,35.7,60.5,27.6,,
2013,381,56.9,40.4,35.7,65.6,61.6,42.7,,28.4
2014,381,40.08,41.51,31.42,53.58,73.31,29.7,,25.97
2015,381,31.46,25.11,29.26,,66.78,28,2022.11,23.79
2016,381,49.2,53.2,44.1,73,74.9,44.7,1661,30.3
2017,381,53.06,,41.7,61.81,,39.1,1337.69,35.8
2018,381,53.6,,41.7,82,,40.6,2178,
2019,381,60.6,,49.1,85.7,108.5,47.2,2339,42.8
2020,381,62,,45.6,86.4,125.5,36.7,1889,36.2
2021,381,34.5,,23.6,33.9,44.6,23.2,1109,13.4
2022,381,42.4,,32.7,60.2,63.6,28.4,1543.2,23.6
2023,381,45.9,,32,57.5,62,33.5,2059.1,
2024,381,54.7,,35,78.8,83.8,36.5,1327,27.2
2025,381,74.2,73.6,52.8,98.3,149.9,68.7,2096,45.5
1990,382,30.9,19,21,41.2,45.7,,,15
1991,382,31.7,30,17.6,41,40,,,10
1992,382,28.6,18,25.5,53.3,40,17,,10
1993,382,34.3,35,25.6,54,62.4,35.8,900,17.8
1994,382,29.6,30,21.6,51.7,50,20,800,20
1995,382,19.9,20,18,32.4,34,12.5,500,14.3
1996,382,37.5,37.5,27.3,60.4,62.9,27.1,1200,20
1997,382,27.2,13,19.4,43.2,44.5,26,800,18
1998,382,21.7,14.9,16.9,35.8,38.1,22.5,400,10
1999,382,37.5,40,27.9,65.2,74.3,42.7,700,21.3
2000,382,31.9,30,26.4,46.1,48.4,27.4,1300,20
2001,382,22,23.3,12.2,33.4,30,12.9,600,15
2002,382,8.2,12.1,11.5,14.2,15.9,5.4,300,10
2003,382,15.7,20,12.5,26.3,30,13.6,,10
2004,382,35.3,40,27.9,43.8,57.6,40.4,,18
2005,382,34.8,38.5,34.5,57.9,57.8,37.2,1269,18
2006,382,32.8,30,33.6,50.6,51.2,37.1,,28
2007,382,30.8,30,26,45.4,56.3,38.5,,12
2008,382,37.4,27.5,35.3,55.4,53.7,42.1,1500,
2009,382,28.1,25,26,46,55.7,29.7,,12
2010,382,36.4,30.5,35.8,64.1,69.5,46.1,1719,18
2011,382,44.5,,36.4,60,61.1,46.5,,
2012,382,42,,25.3,41,72.5,28,,
2013,382,49.5,,35.3,60.5,77.4,50,2100,29.7
2014,382,32.49,,30.7,43.56,50.21,28.6,1753.18,24.15
2015,382,39.28,19.33,32.29,51.29,70,38.9,1437.96,23.45
2016,382,51.6,,42.3,70.5,70.9,46.1,2218,30.8
2017,382,37.22,28.7,26.1,55.68,60,38.6,2108.92,24
2018,382,45.7,,38.7,72,73.5,51,2364,30
2019,382,48.1,,40.7,71.1,,46.6,1301,
2020,382,49.8,50,42.5,74.2,80.8,55,2230,30
2021,382,25.3,21.6,19.1,19.7,30,18.7,1054,16
2022,382,40.4,,30.3,55.2,64.2,35.2,1507.9,
2023,382,43.8,40,36.4,60.8,51.1,41.8,1893.3,30
2024,382,48,44.2,36.7,60.9,76,46.6,1761,30
2025,382,58.8,45,48.4,85.5,100.5,53.2,2708,40
1990,394,32.4,29,15.7,46.6,60,,,16.7
1991,394,36,,25.5,41.8,54,,,25
1992,394,20.7,26.5,8.8,35.1,42.5,20,,15
1993,394,26.5,,11.6,55.1,55.9,14.6,,15.7
1994,394,33.1,15,19.7,53.5,60.1,22.6,,21.9
1995,394,35.9,30,17.6,56.5,68.9,31.4,,20
1996,394,35.7,,19.3,67.3,72.6,33.3,,20
1997,394,37.9,35,25.5,67.6,71,,,21.9
1998,394,32.7,,17.3,56.5,42,41.3,,19.8
1999,394,44.7,,20.7,51.9,68.3,39.4,,15.5
2000,394,41.5,,22.4,27.8,59.2,23.6,,20
2001,394,37.6,,21.2,43.3,45.4,30.9,,21.7
2002,394,27.4,,26.3,29.4,50.6,23,,17.2
2003,394,40.3,,33.6,65.9,68.4,33,,20
2004,394,41.4,,20.6,46,64.5,15.7,,12.4
2005,394,44.1,,40.5,76.3,98.4,,,
2006,394,35.4,,31.8,,82.2,,,
2007,394,30.3,,22.4,55.6,72.1,,,
2008,394,47.9,,36.1,67.7,81.9,,,
2009,394,50.7,,34.4,80.5,80.1,45.5,,22.8
2010,394,30.2,,24.6,23.9,72.1,,,26.6
2011,394,38.3,,35.5,62.7,95.7,22.4,,28.7
2012,394,46.4,,21.9,39.1,67.8,31.5,,
2013,394,68.8,,46.9,83.3,109.5,46.9,,24.6
2014,394,57.58,,35.53,37.91,101.02,,,22.99
2015,394,36.83,,36.33,54.63,67.81,23,,
2016,394,44.1,,33.7,40,95.4,27.5,,19
2017,394,54.69,,37.59,69.56,112.31,20.2,,
2018,394,52.7,,34.5,89,100.1,,,
2019,394,58.9,,44.2,79.9,101.7,42.9,,15
2020,394,59.2,,34.9,70.2,125.8,40,,20
2021,394,54.4,,31.8,83,96.3,25.4,,27.6
2022,394,59.2,,42.5,83.4,119.8,46.5,,18
2023,394,46.6,,41.1,64.7,103.7,40,,15
2024,394,54.3,,28.9,66.3,99.8,23.6,,10
2025,394,58.7,,39.4,75.2,104.8,41,,14
1990,395,35.4,,23.6,49.6,65,,,15
1991,395,36.8,30,23.1,49.7,52.2,,,21
1992,395,23.4,35,16.7,44.7,42.9,30,,11.7
1993,395,22.6,25,14.8,52.6,46.5,23.5,,17.2
1994,395,32.9,27,21.4,55,61.4,27.2,1171,19.6
1995,395,40,45.1,23.7,65.3,69.2,33.9,,22.5
1996,395,35.2,30,25.8,59.1,74.9,30.9,,24.8
1997,395,36.2,30,24.7,56.2,74.2,36,,22
1998,395,41.5,31.8,25.8,59.9,81.5,42.7,,24.8
1999,395,40.3,35,24,63.9,77,38.6,,18.4
2000,395,38.7,28,25.1,61.3,80.3,32.1,,18.6
2001,395,34.9,35,19.1,52.7,46.1,23,,17.8
2002,395,21.7,25,23.8,30.9,54.6,13,,18.8
2003,395,29.7,,25.7,57.8,62.7,25.5,,17.8
2004,395,28.7,,20.7,47,67.5,14.8,,5.7
2005,395,37.2,,33.6,52,56.3,37.4,,21.9
2006,395,30.1,,23.7,55.3,66.7,33.7,,18.9
2007,395,33.2,,24.5,42.4,58.5,27.5,,17
2008,395,43.6,,36.1,76.8,84.6,39.2,,26.7
2009,395,44.9,,35.8,72.1,78.8,42.2,,19.5
2010,395,36.3,,26,36.3,74.1,12.7,,10
2011,395,39,,30.6,60.3,82,24.6,,21.8
2012,395,34.4,20,21.4,39.5,60,20,,14.9
2013,395,49.9,,38.8,76.3,115.4,50.1,,23.6
2014,395,50.53,,35.28,69.32,98.72,31.8,,26.85
2015,395,42.91,,48.57,64.34,95.9,48.6,,26.49
2016,395,40.9,,31.9,67.4,101,53.2,,24.4
2017,395,55.16,,39.49,71.11,112.42,48.4,,18
2018,395,55.2,,39.5,71.1,112.4,52,,26
2019,395,55.8,,46.9,78.4,120,56.1,,29.4
2020,395,56.8,,38.5,72.7,133.9,52.9,,26.2
2021,395,51.1,,30.4,66.4,86.1,30.8,,12.8
2022,395,59.5,,42.4,80.2,119.9,59.5,,26.7
2023,395,63.4,,53.9,84,113.9,46,,
2024,395,61.3,,34.8,83.5,108.7,54.1,,20
2025,395,50.9,,45.3,75.9,98.7,47,,21.3
1990,397,34.9,,19.3,42.6,45,,,18.4
1991,397,31,,20.8,45,39.9,,,25
1992,397,18.8,20,18.6,33.1,40.2,8.3,500,11
1993,397,19.3,,12.2,35.4,64.4,12.9,,15
1994,397,28.5,,18.7,45.3,60,20.9,,19.2
1995,397,33.6,,16.9,63.6,65.4,18.5,,21.1
1996,397,29.2,,17,56.7,82.3,24.4,990,20.2
1997,397,32.7,,22,44,41.8,22.4,,17.9
1998,397,30.3,,23.2,55.4,68.3,21.9,,24
1999,397,39,,21.7,45.3,67.5,30.4,,20.1
2000,397,37,,23.8,53.9,71.4,17.3,,16
2001,397,31.8,,20.1,45.8,37.4,29.9,,
2002,397,15,,16.5,21.8,30.9,7.2,,7.5
2003,397,26,,23.6,57.2,57.7,15.6,,12
2004,397,31.1,,14.6,65.4,68.4,23.7,,6
2005,397,41,,29.7,62.4,78.1,41.2,,25
2006,397,38.6,,29.2,55.1,76.1,17.7,,27.4
2007,397,38.6,,24.8,43.8,84.8,27.6,,20
2008,397,42.6,,34.7,56.3,92.9,40.5,,22.1
2009,397,39.8,,35,65.6,73.2,45.3,,15
2010,397,36.5,,23,49.6,58.8,24.5,,
2011,397,44.2,,33.6,56.2,91.5,39.2,276,26.7
2012,397,44,,18.6,29.4,89,12,,18.7
2013,397,53.7,,44.4,58.4,112.7,47.3,,26.9
2014,397,44.2,,30.82,55,90.59,23.2,,16.69
2015,397,48.49,,52.19,60.3,104.57,44.8,,22.81
2016,397,43.3,,46.6,73.6,107.6,40.8,,
2017,397,45.7,,43.83,59.94,103.62,45.1,,
2018,397,50.3,,43.8,68,116,45,,
2019,397,57.6,,45.8,76,133.2,39.6,,
2020,397,60.3,,43.4,69.7,123.5,,,
2021,397,35.8,,26.1,47.5,52.6,20,,20
2022,397,55.2,,43,74.9,111.4,45,,30
2023,397,54.6,40,47,67.4,96.1,45,1500,25
2024,397,57.4,,36.4,71.3,104.1,,1000,25
2025,397,59.5,,44.1,74.9,107.4,53.2,2000,30
1990,398,31.1,35,17.5,47.6,40,,,16
1991,398,36.1,40,19.1,47.4,52.5,,,25.5
1992,398,18.2,20,19.6,45.4,71.2,24.3,,17.4
1993,398,22.2,,18.2,39.6,62,13,600,18.2
1994,398,29,,21.5,49.3,50,31.1,607,19
1995,398,32.3,,18.2,53.4,58.6,35.8,,24
1996,398,32.8,,25.3,60.6,67.6,32.3,,
1997,398,35.1,42.5,25.2,56.2,74.2,34.7,,24.7
1998,398,39.4,49,26.7,64.8,73.2,33.9,,22.4
1999,398,43.8,,30.1,70.2,84.2,39.7,,27.6
2000,398,37.3,,27.5,60.8,72.9,27.4,,25.3
2001,398,29.2,,27.6,32.3,53.9,25.9,1333,20.3
2002,398,15.6,,16.6,23,43.5,11.9,,13
2003,398,34.8,,24.8,56.3,72.8,28.8,1590,17.5
2004,398,30.4,,25.1,54.1,64.8,28.9,866,
2005,398,46.9,,38.9,52.7,65.3,33.9,,20
2006,398,39.8,,25.3,60,75.9,21.6,,20
2007,398,35.4,,31.4,61.8,84.8,40.2,1450,25
2008,398,41.5,,35.9,73.8,86.1,43.6,1860,25
2009,398,45.2,,33.7,73.9,70.8,34.8,,
2010,398,24.8,,20.4,29.2,82.1,10.6,108,14
2011,398,47.2,,33.1,70.8,113.9,27.9,,28.9
2012,398,41.3,,24,46.2,87.9,35,,
2013,398,60.5,,39.9,80.9,133.9,38.7,,
2014,398,43.1,,29.43,58.1,106.8,23.3,,16.68
2015,398,55.88,,56.69,77.41,110.8,52.4,,26.35
2016,398,48.5,62.5,41.6,80,122.2,45.2,668,22.1
2017,398,61.51,,42.86,80.55,127.45,48.8,,25.26
2018,398,61.5,,44.5,76,111.8,48,,
2019,398,64.3,,48.4,83.6,129.5,44.9,,40
2020,398,60.9,,47,83.5,129.2,37.1,,
2021,398,33,,22.1,35.3,45.3,22.4,,
2022,398,68.1,,51.4,81.7,134.4,51.8,,
2023,398,64.6,,53.7,85.8,116.9,28.4,,
2024,398,69.1,,40.9,81.5,125.7,47,,
2025,398,70.2,,48.1,94.3,131.4,48.5,,
1990,399,40.2,38,15,62.5,65,,,20
1991,399,36.3,,18.7,40,55,,,21
1992,399,24.2,20,20.4,34.5,65,,,16.2
1993,399,25.3,,19.2,34.1,60,25.3,465,16.5
1994,399,31.2,,18.7,54.4,55,37.1,1367,24.6
1995,399,36.8,,24.6,58.7,63.1,26.6,,23.2
1996,399,37.7,,26.5,62.1,80.1,31.3,,25.9
1997,399,37.3,31,24.5,56.1,60.2,31.7,790,20
1998,399,34.3,,24.9,54.4,69.9,30.9,,18.9
1999,399,39.3,30,25.7,58.5,72.5,37.8,,20.8
2000,399,32.5,27,23.1,49.1,61.8,28.4,800,18.5
2001,399,26.9,23,24.3,43.4,52.9,18,650,14.5
2002,399,17.4,14,10.4,21.8,27,9.4,,9
2003,399,32.7,30,23.7,53.8,47.6,27.8,1152,15.2
2004,399,21.9,18,15.3,42.9,61.6,28.4,505,16.5
2005,399,40.1,34,27.5,52.1,74.1,42.7,,21
2006,399,31.3,27,24.2,42.9,53,30,700,18.5
2007,399,34.7,28,24,50.7,77.5,33.8,780,17.5
2008,399,44.5,,40.4,73.4,97.6,40.1,,
2009,399,47.1,,35.6,70.7,86.2,36.4,,20
2010,399,29,,20,27.1,68.8,23,,
2011,399,49.2,,39.1,64.6,99.3,39.2,,28.6
2012,399,42.8,,27.5,54.5,83,26.9,,27
2013,399,50,,32.2,67.2,112.2,36,,31.4
2014,399,49.12,,35.25,60.24,99.64,25.7,,13.95
2015,399,52.18,,57.93,77.24,106.52,52.3,,32.01
2016,399,51.4,38.1,46.9,78,93.3,40.1,,25
2017,399,57.75,,48.22,73.95,111.04,56.7,,30.45
2018,399,57.8,,48.2,66,106,48,,
2019,399,67.9,,51,87.5,151.2,40.8,,39.8
2020,399,66.3,,45.9,81.8,124.7,46.3,,22.1
2021,399,38.4,,24.7,40.8,59.9,30.5,,6.8
2022,399,71.9,,50.4,92.4,143.7,61,,40.7
2023,399,57.8,,51.8,79.9,102.6,46.8,,27.7
2024,399,71.8,,42.7,94.6,138.5,49.2,,
2025,399,73.2,,48.6,92.7,139.1,51.1,,
1990,400,32,30,22.6,44.6,60,,,20.3
1991,400,38.2,40,24.3,48.4,55,,,20.8
1992,400,21.5,20,20.4,43.3,58.3,28.9,,15
1993,400,29,,23.1,45,50.9,30.4,900,15
1994,400,29.6,50,25.8,49.9,73.9,28.4,,25
1995,400,32.2,,24.6,56.3,59.3,30.3,,20.1
1996,400,33.9,,30.6,61.1,68.2,34.7,,21.9
1997,400,32.7,,22.5,50.7,64.4,31.3,,18.8
1998,400,33.6,,24.5,56.4,73.1,32.4,570,17
1999,400,40.6,,26.9,66.1,84.8,41.1,,26.7
2000,400,34,,27.1,57.4,75.8,39.3,,22
2001,400,25.3,,18.9,42.8,58.4,18.2,,
2002,400,14.6,,17.7,31.5,42.5,14.7,,14
2003,400,37.5,,22.2,58.1,62.7,33.2,,16.9
2004,400,37,,25.4,55.6,75.2,35.2,,15
2005,400,40.1,,32.9,67.4,79.2,35.2,,29.5
2006,400,34.3,,26,62.8,78.7,30.4,,19.5
2007,400,28.9,,24.7,51.4,78.7,31.7,,
2008,400,44.2,,32.7,64.6,86.4,36.9,,
2009,400,42.8,,34.4,65.8,84.7,35.9,,19.1
2010,400,34,,22,37.3,58.7,20.9,487,9
2011,400,44.7,,37.2,63.1,109.2,34.9,,27.9
2012,400,38.7,56,22.3,41.5,81.9,19.2,,20
2013,400,54.3,72.1,38.3,71.2,110,31.6,,30.9
2014,400,41.25,56.99,29.1,57.78,103.89,22.5,,20.81
2015,400,47.89,60.17,53.16,70.09,104.52,35.7,,28.63
2016,400,50.1,52.9,44.2,70.5,111.4,51.9,,32.6
2017,400,55.16,71.55,39.97,71.68,112.8,48.3,,32.57
2018,400,48.6,52,40,71.7,102,42.9,,28.2
2019,400,62.5,60.3,47.1,79.3,112,47.2,,32.6
2020,400,55.7,66.4,42.5,79,105.8,46.8,,32
2021,400,36.6,34.9,24,34.3,61.2,28.1,,11.5
2022,400,67.3,71.7,49.4,83.8,127.3,58.5,,35.5
2023,400,59.5,63.5,47.8,83.9,97.8,54.2,,35
2024,400,68.5,70.8,43.1,89.3,139.1,52.6,,40
2025,400,72.9,74.8,50.4,100.3,147.1,51.4,2446,34.6
1990,401,33.2,31,18.6,50,50,,,22.5
1991,401,35.3,35.3,26.7,55,50,,,20
1992,401,25.3,13,21.3,36.5,67.1,37,1200,20.5
1993,401,30.7,,25.9,57.1,61.8,39.5,655,27.5
1994,401,29.4,30,28.2,51.1,67.2,33.6,920,19
1995,401,33.9,40,23.9,54.8,63.3,30.3,1200,23.8
1996,401,38.8,,28.8,57.6,72.5,32.2,1200,26.8
1997,401,31.6,,25.1,47.4,59.5,34.2,1500,24.4
1998,401,31.9,,23.8,55.5,59.6,34.9,,17.1
1999,401,42.3,,28.8,64.9,69.1,47.9,,25.7
2000,401,35.9,,27.8,55.9,76.4,41.1,,22.7
2001,401,22.3,,20.2,39.9,45.6,21.6,,17.2
2002,401,11.3,,10.2,25.5,28.1,8.9,,8
2003,401,39.4,,22.7,65,53.6,30.1,,20
2004,401,31.3,,23.9,57.8,77.5,38.4,,
2005,401,38.2,,31,71.2,105.3,44.8,,23.9
2006,401,33.5,,28,60.9,64.4,42.2,,30.8
2007,401,26,,26.3,54.9,78.2,35,,25.4
2008,401,39.5,,34.9,70.9,90.1,40.2,,24.7
2009,401,39.5,,34.2,65.8,85.8,40.2,,19.8
2010,401,38.5,,28.5,54.6,77,31.5,968,16.2
2011,401,41,,37.1,72.1,99.7,41.2,,25
2012,401,33,,24.2,43.1,92.3,24.1,,
2013,401,49.6,,36.1,76.3,103.7,36.5,1890,29.5
2014,401,39.49,55.48,31.18,70.8,85.7,31.1,1320.56,26.99
2015,401,46.92,61.62,40.89,71.8,96.03,41.3,1459.88,30.07
2016,401,46.2,50.6,40.6,77,113.5,57.1,1713,29.3
2017,401,54.18,85.37,43.9,69.67,106.11,52.8,2373.25,37.98
2018,401,53.8,58,43.4,68.2,95.2,50.1,,28
2019,401,57.3,68.3,48.7,85.4,101.2,50.4,1570,35.9
2020,401,59.9,74.7,43.7,82.8,97.8,46,2337,24.3
2021,401,36.4,,21.6,34.7,57.6,25.2,791,15.6
2022,401,63.7,,47.6,88.1,128.4,48.7,1393.3,35.7
2023,401,53.3,57.1,44.9,73,,40,,
2024,401,67.4,79.1,44.4,91.8,124.7,46.2,2446,
2025,401,62.9,61.2,50,87.9,145.3,45.8,2461,38.3
1990,402,38.7,35,21,48.4,51,,,17
1991,402,31.7,,23,37,53.1,,,18
1992,402,23.9,20,15,32,38,20,800,19.5
1993,402,33.8,,21.6,47.6,65,24.9,607,18
1994,402,29.9,35,23.4,45,60,27.1,555,16
1995,402,29.1,24,20.4,57.8,65,26.1,898,17
1996,402,35.2,,25.4,64.6,81.6,24.6,778,18
1997,402,27.5,20,19.2,42.1,43.3,20.7,883.7,13.9
1998,402,28.5,26,19.1,49.3,67,26.3,1155,18.3
1999,402,37.1,30,23.6,57.2,74,30.3,1410,14.9
2000,402,31.2,30,26.6,45.7,73.9,30.2,850,16
2001,402,17.4,,13.6,19.1,24.1,9,210,
2002,402,7.2,,9.5,13.9,24,4.7,213,
2003,402,25,,17.6,38.8,48.2,23.6,700,
2004,402,31.8,,23.5,69,66.2,31.1,800,
2005,402,34.6,,28.9,52.2,83.8,37.5,800,23
2006,402,29,,25.1,55.4,93.9,31.9,900,24
2007,402,26,,27.7,46.1,74.2,38.2,877,
2008,402,31.9,,29.3,52.8,81.4,35,932,23.6
2009,402,38.6,,34.4,65.1,82.9,35,1100,19
2010,402,33.4,,27.3,51.4,63,28.4,1070,15.4
2011,402,34.7,,29.5,66.1,84.5,35.8,1567,22.9
2012,402,32.7,,21.4,46.5,67.9,28.8,750,18.6
2013,402,42.6,,34.3,61.5,82.6,46.4,1237,32.9
2014,402,36.6,,30.74,63.45,89.46,31.4,916.04,25.67
2015,402,40.26,,48.81,65.99,78.31,29,1190.57,30.3
2016,402,43.6,,33.1,76.7,89.9,37.7,1426,26.5
2017,402,48.2,,40.19,73.01,117.97,44.5,1717.11,
2018,402,45.6,,40.2,68.3,99,35,1664,29
2019,402,48,,43,78.4,122,46.6,1446,35
2020,402,49.3,,38.2,72.2,100.2,37.8,1554,27.6
2021,402,29.1,,18.1,31.1,31.5,20.1,741,10.7
2022,402,49.6,,39.7,69.9,107.6,46.4,1582.9,19.1
2023,402,45.8,,38.2,62.9,66.2,37.9,1695.4,23.7
2024,402,51.4,,36.8,76.4,101.3,44.7,1788,
2025,402,53.6,,44.8,74.8,105.9,46,1712,
1990,403,36.4,33,26.5,55.1,48.6,,,22.2
1991,403,36.1,,24.8,44.1,53.2,,,23.1
1992,403,27.7,25,25.7,68,44,33.6,1710,19
1993,403,34.4,,23.5,64.1,73.2,48.6,704,20
1994,403,30.1,,19.3,55.9,62.8,35.4,903,22.9
1995,403,33.5,,23.4,54.6,70.3,33.2,1057,25.5
1996,403,44.4,,28.6,60.2,74.5,36.7,1139,19.7
1997,403,26,,18.5,36,33.8,23.2,1252.2,17.5
1998,403,36.9,50,28.1,69.3,60.6,33.2,926.9,25.5
1999,403,38.6,,27.8,67.5,86,43.8,,27
2000,403,41.5,,26.8,59.2,77,41.6,801,23.7
2001,403,18.4,,19.6,26.7,26.2,13,1000,13.7
2002,403,14.5,,6.2,15.2,26.5,7.3,,
2003,403,29,,19.5,45.8,66.4,24.1,,
2004,403,39.5,,22.4,82,91.8,43,,12.1
2005,403,43.7,,36.2,78,99.8,45,,
2006,403,43.2,,30.6,67.2,88.1,40.9,,
2007,403,37.3,,35.2,62.2,101,51.5,,21.5
2008,403,45.8,,41.7,77.2,97.1,49.5,,30
2009,403,47.3,,38.3,73.8,100.8,43.4,,
2010,403,47.7,,40.1,67.3,94.8,31,611,26.9
2011,403,49.7,,40.1,73.9,100.9,37.8,1374,28.1
2012,403,38.4,,29.4,49.7,78,20.2,,29
2013,403,53.3,,36.9,74,93.3,33.9,325,36.7
2014,403,52.44,,43.68,77.09,99.01,36.2,990.3,32.2
2015,403,49.79,,42.06,74.84,93.55,45.1,1569.32,36.66
2016,403,49.8,,46.9,81.2,114.9,45.4,1626,32.4
2017,403,53.06,,43.36,76.7,106.06,42.3,2120.48,36.01
2018,403,53.6,,49.5,75.9,101.4,48.1,2152,110
2019,403,56.7,,46.6,78.7,117.9,53.5,324,
2020,403,63.7,,43.2,83.2,109.2,44.3,2531,40
2021,403,24.2,,15,16.3,16.4,14.7,1045,9.4
2022,403,52.5,,37.5,52.5,89.4,37.6,1719.6,19.6
2023,403,59.8,,46.7,74,82.8,46,2250.9,30
2024,403,58.1,,42.5,65,88.3,43.2,1497,
2025,403,56.9,,50.5,73.4,84.6,47.7,2238,34.9
1990,404,43.2,38,28.2,60.8,77,,,24.3
1991,404,38.8,,24.6,43.4,63.2,,,20
1992,404,31.2,25,19.3,62.7,84.6,30,1496,20
1993,404,40.7,,31.8,63.3,99.7,49.7,859,30
1994,404,30,25,26.4,57.1,53.5,32.8,910,31.4
1995,404,37.1,,29.7,55.9,74.8,27.7,941,23.7
1996,404,42.1,29.6,27.7,58.9,89.9,33.5,1088,23.5
1997,404,29.1,,21.5,42.1,60.3,28.3,1155.5,15.1
1998,404,37,37.3,24.5,63.9,77.2,33.6,973.3,24.5
1999,404,44.7,,30.1,64.1,90.1,45.4,1700,22.8
2000,404,33.3,,24.3,58.3,70,35.7,821.5,24
2001,404,20.5,,17,32.4,40.3,12.9,,15.5
2002,404,12.8,,7.4,13.6,22.2,10.3,336,
2003,404,28.1,30.8,14,39.5,41.8,15,675,17.5
2004,404,39,,23.8,57.1,65.4,41.3,593,13.2
2005,404,45,,38.4,64.8,86.2,44.1,,25
2006,404,48.4,,33.5,62.3,84.3,43.8,,29
2007,404,28.5,,32.4,57.2,99.4,48,,23
2008,404,49.1,,40.1,79,106.1,47.2,,
2009,404,57.4,,41.3,95.8,98.3,43.6,,
2010,404,49.6,,42.2,75.6,90.4,36.5,934,21.1
2011,404,52.6,,42.4,71.7,116,33.5,,23.7
2012,404,41.5,,28.9,60.1,86.4,24,,
2013,404,66,,42.8,83.1,110.7,58.5,325,25.9
2014,404,53.75,41.56,40.62,80.79,114.63,53,2117.49,29.29
2015,404,59.26,,50.09,87.1,117.19,57,1733.62,37.13
2016,404,56.1,,48.2,83.5,130.8,56,2476,29
2017,404,56.87,,49.18,79.77,,42.1,2313.89,
2018,404,56.9,,49.2,82.4,,48.5,2364,26
2019,404,58.3,,45.2,93.4,,51.2,2185,31.6
2020,404,67.4,62.4,46.7,81.7,,46.8,2302,29.6
2021,404,23.7,,14.4,13.6,,12.4,831,7.3
2022,404,48.6,,34.3,61.8,,38,1417.6,19.8
2023,404,66.4,,46.3,78.6,,55.9,2258.9,19.2
2024,404,61.7,,38.9,77,95.7,42.9,1665,
2025,404,60.7,,49.7,86.9,119.6,52.8,2261,30.6
1990,405,33.9,31,18.8,47.9,46.4,,,21
1991,405,36.5,38,26.7,43.7,62.6,,,15
1992,405,24.6,30,22.4,25.4,50,15,700,18
1993,405,32.8,35,28.2,57.1,65.5,23.3,636,22
1994,405,27.4,22,22.5,49.9,59.4,27.1,,24
1995,405,29.5,30,21.8,45.7,59.6,16,1100,20
1996,405,35.4,29.1,25,54,62.5,30.2,950,24
1997,405,26.4,22,16.8,38.3,34.7,23.9,630,16.1
1998,405,25,28.6,16,39.3,57.2,29.1,1014.8,18.5
1999,405,33.1,45,32.4,53.2,59,47.6,657.8,21
2000,405,33.9,40,24.8,51.8,54.8,34.5,1094.6,22
2001,405,12.5,18,12,21.3,27.3,11.6,586,8
2002,405,8.4,7.5,5.7,11.8,28.5,6.1,,4
2003,405,19.5,,11.7,28.8,15,15.9,,15.7
2004,405,46.8,,28.3,76.9,67.6,48.1,,17.5
2005,405,40.5,,32.5,54.7,77.5,44,,
2006,405,29.1,,29.8,53,53.9,37.1,1350,24.9
2007,405,26.9,,25.8,42.9,67,37.2,,
2008,405,36.1,,31.5,55.4,69.3,39.6,,
2009,405,39.7,,36.5,47.6,74.7,39,,
2010,405,37.2,44.2,31.3,42.2,59.7,35.9,1367,22.8
2011,405,44.2,,39.2,52.5,76.6,49.8,1251,35.2
2012,405,35.6,,22,39.3,56.2,21.6,890,22.3
2013,405,46.7,,42.2,64,66,49.6,791,27.6
